species,has_poser_json,has_anim_json,idle,walk,run,fly,hover,swim,float,sleep,physical,special,status,cry,recoil,clips
honedge,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;hurt;render;sad;shock;sleep;unamused
hoothoot,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;angry;battle_idle;blink;cry;demo;ground_idle;ground_run;ground_walk;happy;move_run;move_walk;quirk_foot;sad;sleep;unamused
hoppip,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,air_fly;air_idle;air_sleep;angry;battle_idle;blink;cry;fly_overlay;ground_idle;ground_walk;happy;hurt;sad;shock;sleep;unamused
horsea,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,angry;blink;cry;ground_idle;ground_walk;happy;sad;surprised;water_idle;water_swim
houndoom,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hold_item;hurt;pose;pose2;sad;scale;surprised;thinking
houndour,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hold_item;hurt;pose;pose2;sad;scale;surprised
huntail,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,blink;ground_idle;sleep;water_idle;water_swim
hydreigon,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,air_fly;air_glide;air_idle;angry;battle_idle;battlebite_quirk_left1;battlebite_quirk_left2;battlebite_quirk_right1;battlebite_quirk_right2;blink;blush;cry;ground_idle;ground_walk;happy;hurt;idle;idle_quirk1;idle_quirk2;potrait_pose;ride_air_fly;ride_air_glide;ride_dive;sad;shock;sleep;sleep_wild;unamused;worried
hypno,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,battle_idle;blink;expressions;ground_idle;pose;test
igglybuff,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;angry_mouth;blink;cry;ground_idle;happy;render;sad;surprise
illumise,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;battle_idle;blink;cry;flicker_quirk;ground_idle;ground_run;ground_walk;move;move_run;sleep
impidimp,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
incineroar,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,base;battle_cry;battle_idle;belt_quirk;blink;cry;ground_idle;ground_walk;laugh_quirk;lefteartwitch_quirk;look_quirk;pose;recoil;righteartwitch_quirk;sleep;walkspeedtest
infernape,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;idle;quirk;sleep
inkay,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,blink;cry;water_idle
inteleon,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;hurt;lizard_eyelids;sad;shock;sleep
ivysaur,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,battle_idle;blink;cry;faint;ground_idle;ground_idle_pose;ground_walk;recoil;render;sleep
jellicent,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,blink;render
jigglypuff,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;blink;cry;faint;ground_idle;happy;pose;pout;sad;surprise
jolteon,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;hold_item;pose
joltik,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink1;blink2;cry;ground_idle;mad;sad
jumpluff,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,air_fly;air_idle;air_sleep;angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;hurt;sad;shocked;sleep;smile;unamused
jynx,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,ground_idle
kabuto,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;cry_wip;ground_idle;ground_walk;render;sleep
kabutops,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;sleep
kadabra,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,battle_idle;blink;cry;ground_idle;ground_run;ground_walk;recoil;sleep;wild_sleep
kakuna,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,cry;faint;ground_idle;render;sleep
kangaskhan,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;hold_item;hurt;recoil;sad;sleep;walkspeedtest
karrablast,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;blink;ground_idle;happy;hurt;sad;shock
kecleon,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,cry;expressions;ground_idle;ground_walk;pose;sleep;sleep_test;tongue_n_tail;walk_speed
kilowattrel,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,air_fly;air_glide;air_glide_quirk;air_idle;air_sleep;battle_idle;blink;cry;ground_idle;ground_run;ground_walk;new;new2;new3;new4;physical;portrait_pose;pose;puff;ride_air_fly;ride_air_glide;ride_dive;ride_ground_run;ride_ground_walk;run_speed;sleep;special;walk_speed
kingdra,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,angry;blink;blush;cry;ground_idle;happy;hurt;sad;surprise;unamused;water_idle
kingler,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;quirk_bubble;recoil;sad;shock
kirlia,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;sleep
klang,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;cry;faint;ground_idle;ground_walk;physical;recoil;render;sleep;special;status
klawf,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle;scale
kleavor,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,battle_idle;blink;ground_idle;ground_run;ground_walk;physical;pose;recoil;sleep;special;status;test
klefki,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle
klink,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;cry;faint;ground_idle;ground_walk;idle_quirk;physical;recoil;render;sleep;special;status
klinklang,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;cry;faint;ground_idle;ground_run;ground_walk;idle_quirk;mount_run;mount_walk;physical;quirk;recoil;render;ride_mount_run;ride_mount_walk;sleep;special;status
koffing,True,True,True,False,False,True,True,False,False,True,True,True,True,True,True,air_fly;air_idle;battle_cry;battle_idle;battle_pose;blink;cry;faint;ground_idle;physical;recoil;sleep;special;status
komala,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,cry;ground_idle;quirk_doze_off
krabby,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;quirk_bubble;snip_left;snip_right
kricketot,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_walk;physical_attack;pose;shoulder_left;shoulder_right;sleep;special_attack
kricketune,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;battle_idle;blink;cry;faint;ground_idle;ground_walk;physical_attack;sleep;special_attack
krokorok,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_faint;battle_idle;battle_sleep;blink;cry;faint;ground_idle;ground_walk;look_quirk;physical;recoil;sand_battle_idle;sand_battle_sleep;sand_cry;sand_idle;sand_recoil;sand_sleep;sand_swim;sleep;special;status
krookodile,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,angry;battle_cry;battle_idle;battle_sleep;blink;cry;faint;ground_idle;ground_walk;happy;look_quirk;physical;recoil;sad;sand_battle_idle;sand_battle_sleep;sand_cry;sand_idle;sand_look_quirk;sand_recoil;sand_sleep;sand_swim;shake_quirk;sleep;special;status;unamused
lairon,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;pose
lampent,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,air_fly;air_idle;angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;hurt;sad;shock;sleep
lanturn,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,blink;cry;ground_battle_idle;ground_faint_wip;ground_idle;ground_walk speed test;water swim speed test;water_battle_idle;water_faint;water_idle;water_sleep;water_swim
lapras,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,battle_cry;blink;cry;ground_idle;ground_walk;quirk;quirk2;recoil;ride_ground_jump;ride_ground_walk;ride_surfacewater_jump;ride_surfacewater_swim;sleep;special;status;surfacewater_battle_cry;surfacewater_idle;surfacewater_sleep;surfacewater_special;surfacewater_status;surfacewater_swim;water_battle_cry;water_idle;water_quirk;water_sleep;water_special;water_status;water_swim
larvesta,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,battle_cry;blink;cry;faint;ground_idle;ground_run;ground_walk;physical;recoil;runspeed_test;special;status;walkspeed_test
larvitar,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;demopose;ground_idle
latias,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;arms_tucked;blink;ground_idle;happy;hurt;render;sad;shock;unamused;worried
latios,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;arms_tucked;blink;ground_idle;happy;hurt;render;sad;shock;unamused;worried
leafeon,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;pose
leavanny,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock
lechonk,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,battle_faint;battle_idle;blink;cry;cursed;faint;ground_idle;ground_run;ground_run speed test;ground_walk;ground_walk speed test;recoil;shock;sleep;snort_quirk
ledian,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;battle_idle;cry;ground_idle;ground_walk;sleep
ledyba,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;battle_idle;blink;cry;ground_idle;ground_walk;sleep
lickilicky,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_run;ground_walk;ride_ground_run;ride_ground_walk;ride_jump;sleep;test
lickitung,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_run;ground_walk;test
liepard,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,blink;cry;ground_idle;happy;hurt;mouth_open;pose;sad;shocked;smile
lileep,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;sleep;water_idle;water_swim
lilligant,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;pose
lillipup,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry
linoone,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;pose;sleep
litleo,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,cry;ground_idle
litten,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry ;battle_idle;battle_recoil;blink;cry;ground_idle;ground_walk;happy;lefteartwitch_quirk;lick_quirk;look_quirk;recoil;righteartwitch_quirk;shoulder_left;shoulder_right;sleep;tailtwitch_quirk;yawn_quirk
litwick,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;hurt;sad;shock;sleep
lombre,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;idle;sleep;water_idle;water_swim
lopunny,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;battle_idle_if_you_dont_want_the_wider_stance;blink;cry;ground_idle;ground_run;ground_walk;run_speed;sleep;sleep_if_you_wanna_be_evil_and_not_animated;walk_speed
lotad,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;idle;sleep;water_idle;water_swim
loudred,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,idle;pose
lucario,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;aura_eyes;battle_idle;blink;cry;cry_test;ground_idle;happy;hurt;judgy;sad;shocked;squint
ludicolo,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;dance;faint;ground_idle;ground_walk;sleep;water_idle;water_swim
lugia,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,air_fly;air_idle;blink;ground_idle;pose;sleep
lumineon,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk;seafloor_idle;seafloor_walk;water_idle;water_swim
lunatone,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;blink;cry;ground_idle;ground_walk;physical;quirk;recoil;sleep;sleep_alt;special;status
lurantis,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;flowering;ground_idle;ground_walk;sleep
luvdisc,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,blink;ground_faint;ground_idle;ground_walk;physical_attack;sleep;special_attack;water_faint;water_idle;water_sleep;water_swim
luxio,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,idle;sleep
luxray,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,ground_idle;new
mabosstiff,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;render_pose;teeth
machamp,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk
machoke,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk
machop,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk
magby,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;blink;bored;cry;ground_idle;happy;sad;surprised
magcargo,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;sleep
magikarp,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;ground_faint;ground_idle;ground_sleep_quirk;ground_walk;sleep;surfacewater_idle;surfacewater_quirk;surfacewater_swim;surfacewater_swimfast;water_faint;water_idle;water_sleep;water_swim;water_swimfast
magmar,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;blink;cry;ground_idle;happy;mouth_open;sad;surprised
magmortar,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;blink;bored;cannon_test;cry;ground_idle;mouth_open;sad;surprised
magnemite,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink;cry;faint;sleep
magneton,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink;cry;faint;sleep
magnezone,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink;cry;faint;ride_air_fly;sleep
makuhita,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,cry;ground_idle;pose
malamar,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
mamoswine,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;blink;cry;faint;ground_idle;ground_run;ground_walk;physical;recoil;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;sleep;special;status;walkspeedtest
manectric,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;fishe;ground_idle;hurt;item_hold;pose;sad;scale
mankey,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;physical_attack;sleep
mantine,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,angry;blink;bored;cry;ground_idle;ground_walk;happy;recoil;ride_jump;ride_water_swim;sad;sleep;surprised;walkspeedtest;water_idle;water_swim
mantyke,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,angry;blink;bored;cry;ground_idle;ground_walk;happy;recoil;sad;sleep;surprised;unsure;walkspeedtest;water_idle;water_swim
maractus,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;happy;pose;sad;shocked;sleep
mareanie,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;ground_walk;happy;hurt;sad;shock
mareep,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;demo;ground_idle;ground_run;ground_walk;ground_walk_sheared;quirk_static;run_test;sleep;walk_test;walk_test_sheared
marill,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,blink;ground_idle;sleep;water_idle
marowak,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;idle;test
marshtomp,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock
maschiff,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;render_pose;teeth
masquerain,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk
maushold,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink1;blink2;blink3;blink4;cry;faint;ground_idle;ground_walk;sleep
mawile,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,battle_idle;blink;ground_idle
medicham,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,angry;battle_idle;blink;disintrested;ground_idle;hurt;item_hold;judgy;sad;sleep;smile;surprised
meditite,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,air_idle;angry;blink;ground_idle;ground_idle_placeholder;hold_item;hurt;judgy;mouth_open;sad;smile;surprised;unamused
meganium,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;sleep
meowscarada,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;sleep;sleep_quirk;sleep_quirk2;sleep_quirk3;sleep_quirk4
meowstic,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;open_ears;psychic_eyes;sad;shock;unamused
meowth,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;render;sleep
metagross,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,air_battle_cry;air_battle_idle;air_fly;air_idle;air_physical;air_special;air_status;angry;battle_cry;battle_idle;behold:man;blink;cry;ground_idle;ground_run;ground_walk;happy;hurt;physical;recoil;render;ride_air_fly;ride_air_idle;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;sad;scale;shock;sleep;special;status;walkspeedtest
metang,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,air_fly;air_idle;battle_cry;battle_idle;blink;cry;ground_idle;ground_walk;physical;recoil;sleep;special;status
metapod,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;render;sleep
mew,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,angry;annoyed;blink;ground_idle;ground_walk;happy;hurt;pose;sad
mewtwo,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,air_fly;air_idle;blink;ground_idle;ground_walk;hurt;pose;surprised;tubed;unamused
mienfoo,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,battle_idle;blink;cry;ground_idle;happy;hurt;sad;scale_test;skirt_test;squint;surprised;unamused
mienshao,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;blink;cry;ground_idle;sadmaybe;scale_test
mightyena,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;demo;ground_idle;ground_run;ground_walk;howl;quirk;run_test;sleep;sleep_quirk;test;walk_test
milcery,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,faint;ground_idle;ground_walk;sleep
milotic,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;recoil;sad;shock;sleep_female;sleep_male;walkspeedtest;water_idle;water_swim
miltank,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;sleep
mimikyu,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,busted;cry;ground_idle;ground_idle_busted;ground_walk;physical;recoil;shoulder_left;shoulder_right;sleep
minccino,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ditto_face;ground_idle;pose;shaved
minun,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,angry;battle_cry;battle_idle;blink;cry;dance;expression_test;faint;faint_old;ground_idle;ground_walk;happy;helicopter;look_quirk;recoil;render;sad;scale;shoulder_left;shoulder_right;sleep;special;special_old;status;status_old;walk test
misdreavus,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk
mismagius,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;mouth_open
moltres,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,air_fly;air_idle;blink;ground_idle;hold_item;hurt;pose
monferno,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;idle;sleep
morelull,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
morgrem,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
morpeko,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
mrmime,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,angry;battle_idle;battle_idle_old;battle_idle_old2;battle_pose;blink;faint;ground_idle;ground_pose;ground_run;ground_walk;happy;hurt;mount_idle;mount_run;mount_run_quirk;ride_drift;ride_jump;ride_mount_run;runspeed;sad;shock;walkspeed
mudbray,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_run;ground_walk;new;render;sleep
mudkip,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;render;sad;shock
mudsdale,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_run;ground_walk;ride_ground_run;ride_ground_walk;ride_jump;sleep
muk,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock
munchlax,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,battle_idle;blink;cry;eat_food;ground_idle;ground_walk;quirk_idle;recoil;sleep
munna,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;render;sad;shock
murkrow,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink;cry;ground_idle;ground_walk;hold_item;sleep
musharna,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,cry;ground_idle;happy;hurt;open_eyes;portrait;profile;render;sad
nacli,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,cry;ground_idle;ground_walk;sleep
naclstack,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,cry;ground_idle;ground_walk;sleep
naganadel,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle;ground_walk
natu,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,blink;ground_idle;sleep
nickit,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;faint_alt;ground_idle;ground_walk;item_hold;quirk_eartwitch_left;quirk_eartwitch_right;quirk_shiftyglance_left;quirk_shiftyglance_right;sleep
nidoking,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle
nidoqueen,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;spgs_happy_place;spgs_happy_place_loop
nidoranf,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;idle;test
nidoranm,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;idle;test
nidorina,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;idle;idle2;idle3
nidorino,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
nincada,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;physical;quirk_wingflutter;recoil;sleep;special;status
ninetales,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock
ninjask,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,air_fly;air_idle;battle_cry;battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;physical;recoil;run_quirk;sleep;special;status
noctowl,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,air_idle;air_idle_placeholder;angry;blink;cry;demo1;demo2;ground_idle;ground_walk;happy;sad;unamused;walktest
noibat,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,air_fly;air_idle;blink;cry;ground_idle;render
noivern,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,air_fly;air_glide;air_idle;air_pose;blink;cry;ground_idle;ground_pose;ground_run2;ground_walk;ride_air_fly;ride_air_glide;ride_dive;ride_ground;ride_jump;runspeed;wing;wing2;wing3
nosepass,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;cry;faint;faint_old;ground_idle;ground_run;ground_walk;physical;quirk_scan;quirk_wave;recoil;sleep;special;speedtest_run;speedtest_walk;status
numel,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_run;ground_walk;sleep
nuzleaf,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,amazed_pmd;angry;angry_pmd;battle_idle;battle_idle2;blink;cheerful_pmd;confused_pmd;cry;disintrested;embarrassed_pmd;evil_pmd;ground_idle;happy;happy_pmd;hurt;knee;pained_evil_pmd;pained_pmd;sad_pmd;sleep;smile_pmd;surprised;surprised_evil_pmd;surprised_pmd;teary_eyed_pmd
obstagoon,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;demon;ground_idle;ground_walk;silent;sleep;walkspeedtest
octillery,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;blink;bored;calm;cry;ground_idle;happy;pose;sad;shifty;surprised
oddish,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;sleep;special_attack
oinkologne,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,base;battle_idle;blink;cry;ground_idle;ground_walk;look_quirk;pose;recoil;sleep;snort_quirk;walk speed test
omanyte,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;render;shell_test;sleep;walkspeedtest;water_idle;water_swim
omastar,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;new;render;shell_test;sleep;walkspeedtest;water_idle;water_swim
onix,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;boulder_rotation;cry;faint;ground_idle;ground_walk;sleep;slow_boulder_rotation;summary_idle
orthworm,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;physical;recoil;render;ride_ground_run;ride_ground_walk;ride_jump;ride_sand_swim;sand_idle;sand_sleep;sand_swim;sleep;special;status
oshawott,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;sleep
